official_name	occurrences	name_type	capitalized_case
PROPOLIS 50g	1	brand	Propolis 50G
Propoven	1	brand	Propoven
PROPOXYPHENE HYDROCHLORIDE	5	generic	Propoxyphene Hydrochloride
PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN	12	generic	Propoxyphene Napsylate And Acetaminophen
PROPRANOLOL	3	generic	Propranolol
PROPRANOLOL HYDROCHLORIDE	4	generic	Propranolol Hydrochloride
PROPYLENE GLYCOL	3	generic	Propylene Glycol
PROPYLHEXEDRINE	1	generic	Propylhexedrine
PROPYLTHIOURACIL	10	generic	Propylthiouracil
ProSol	1	brand	Prosol
Prostin E2	1	brand	Prostin E2
PROSTIN VR PEDIATRIC	1	brand	Prostin Vr Pediatric
PROTAMINE SULFATE	4	generic	Protamine Sulfate
Protector R Plus	2	brand	Protector R Plus
Protectyl soleil moisturizing sunscreen lotion high protection spf 30	2	brand	Protectyl Soleil Moisturizing Sunscreen Lotion High Protection Spf 30
PROTOCATECHUALDEHYDE	2	generic	Protocatechualdehyde
Protonix I.V.	7	brand	Protonix I.V.
Protopam Chloride	1	brand	Protopam Chloride
Protopic	2	brand	Protopic
PROTRIPTYLINE HYDROCHLORIDE	6	generic	Protriptyline Hydrochloride
Proventil HFA	4	brand	Proventil Hfa
PROVIDONE IODINE	3	generic	Providone Iodine
PROVIGIL	7	brand	Provigil
Provocholine	1	brand	Provocholine
Prozac	1	brand	Prozac
PSEUDOEPHEDRINE HCL	46	generic	Pseudoephedrine Hcl
PSEUDOEPHEDRINE HCL AND TRIPOLIDINE	3	generic	Pseudoephedrine Hcl And Tripolidine
PSEUDOEPHEDRINE HYDROCHLORIDE	55	generic	Pseudoephedrine Hydrochloride
PSEUDOEPHEDRINE HYDROCHLORIDE AND TRIPROLIDINE HYDROCHLORIDE	3	generic	Pseudoephedrine Hydrochloride And Triprolidine Hydrochloride
PSEUDOEPHEDRINE HYDROCHLORIDE, GUAIFENESIN, AND DEXTROMETHORPHAN HYDROBROMIDE	3	generic	Pseudoephedrine Hydrochloride, Guaifenesin, And Dextromethorphan Hydrobromide
PSEUDOEPHEDRINE SULFATE, LORATADINE	7	generic	Pseudoephedrine Sulfate, Loratadine
PSEUDOGNAPHALIUM OBTUSIFOLIUM AND CITRULLUS COLOCYNTHIS FRUIT PULP AND	1	generic	Pseudognaphalium Obtusifolium And Citrullus Colocynthis Fruit Pulp And
PSEUDOGNAPHALIUM OBTUSIFOLIUM, CAUSTICUM, COLCHICUM AUTUMNALE BULB, CITRULLUS COLOCYNTHIS FRUIT PULP, IRON, LITHIUM BENZOATE, TOXICODENDRON PUBESCENS LEAF AND FILIPENDULA ULMARIA ROOT	1	generic	Pseudognaphalium Obtusifolium, Causticum, Colchicum Autumnale Bulb, Citrullus Colocynthis Fruit Pulp, Iron, Lithium Benzoate, Toxicodendron Pubescens Leaf And Filipendula Ulmaria Root
Psoriasin	3	brand	Psoriasin
PSYLLIUM	5	generic	Psyllium
PSYLLIUM HUSK	50	generic	Psyllium Husk
PSYLLIUM HUSKS	3	generic	Psyllium Husks
Publix Burn Relief	2	brand	Publix Burn Relief
Publix SPF 30	4	brand	Publix Spf 30
PULMICORT FLEXHALER	3	brand	Pulmicort Flexhaler
PULMICORT RESPULES	3	brand	Pulmicort Respules
Pulmozyme	1	brand	Pulmozyme
Pulsatilla	1	brand	Pulsatilla
Pulsatilla Compositum	1	brand	Pulsatilla Compositum
PULSATILLA VULGARIS	1	generic	Pulsatilla Vulgaris
PULSATILLA VULGARIS AND SULFUR AND CORTISONE ACETATE	1	generic	Pulsatilla Vulgaris And Sulfur And Cortisone Acetate
PULSATILLA, SEPIA, EUPHRASIA, ALUMINA, ARSENICUM ALBUM, NUX MOSCH, ZINCUM M	1	generic	Pulsatilla, Sepia, Euphrasia, Alumina, Arsenicum Album, Nux Mosch, Zincum M
Pumpkin Seeds Antibacterial Foaming Hand Wash	2	brand	Pumpkin Seeds Antibacterial Foaming Hand Wash
Pumpkin Spice Antibacterial Foaming Hand Wash	2	brand	Pumpkin Spice Antibacterial Foaming Hand Wash
PUR-WASH	3	brand	Pur-Wash
Puralube	2	brand	Puralube
Pure and Gentle Laxative	1	brand	Pure And Gentle Laxative
Pure and Gentle Mineral Oil Enema	1	brand	Pure And Gentle Mineral Oil Enema
Pure Petroleum	2	brand	Pure Petroleum
Pure Petroleum Cocoa Butter Scented	2	brand	Pure Petroleum Cocoa Butter Scented
PURE SELECT Purifying Anti-Aging	2	brand	Pure Select Purifying Anti-Aging
Pure Snow whitening	1	brand	Pure Snow Whitening
PureForce	4	brand	Pureforce
PureLife APF	10	brand	Purelife Apf
PureLife Topical Anesthetic	8	brand	Purelife Topical Anesthetic
PURELL Advanced Green Certified Instant Hand Sanitizer	2	brand	Purell Advanced Green Certified Instant Hand Sanitizer
PURELL Advanced Instant Hand Sanitizer	2	brand	Purell Advanced Instant Hand Sanitizer
PURELL Advanced Skin Nourishing Instant Hand Sanitizer	2	brand	Purell Advanced Skin Nourishing Instant Hand Sanitizer
Puri-San Plus	2	brand	Puri-San Plus
PURIFIED WATER	1	brand	Purified Water
PURIFIED WATER 98.3%	4	generic	Purified Water 98.3%
Purminerals 4 in 1 Makeup SPF 15 Blush Medium	2	brand	Purminerals 4 In 1 Makeup Spf 15 Blush Medium
Purminerals 4 in 1 Makeup SPF 15 Dark	2	brand	Purminerals 4 In 1 Makeup Spf 15 Dark
Purminerals 4 in 1 Makeup SPF 15 Deep	2	brand	Purminerals 4 In 1 Makeup Spf 15 Deep
Purminerals 4 in 1 Makeup SPF 15 Deeper	2	brand	Purminerals 4 In 1 Makeup Spf 15 Deeper
Purminerals 4 in 1 Makeup SPF 15 Deepest	2	brand	Purminerals 4 In 1 Makeup Spf 15 Deepest
Purminerals 4 in 1 Makeup SPF 15 Golden Medium	2	brand	Purminerals 4 In 1 Makeup Spf 15 Golden Medium
Purminerals 4 in 1 Makeup SPF 15 Light	2	brand	Purminerals 4 In 1 Makeup Spf 15 Light
Purminerals 4 in 1 Makeup SPF 15 Medium Dark	2	brand	Purminerals 4 In 1 Makeup Spf 15 Medium Dark
Purminerals 4 in 1 Makeup SPF 15 Porcelain	2	brand	Purminerals 4 In 1 Makeup Spf 15 Porcelain
Purminerals 4 in 1 Makeup SPF 15 Tan	2	brand	Purminerals 4 In 1 Makeup Spf 15 Tan
Purmist	4	brand	Purmist
Purpose	2	brand	Purpose
PUTTO ATO SECRET UV FACE SPF 6	1	brand	Putto Ato Secret Uv Face Spf 6
Putto Secret UV Face	2	brand	Putto Secret Uv Face
PVP Prep	2	brand	Pvp Prep
PVP Scrub	2	brand	Pvp Scrub
PYRANTEL PAMOATE	6	generic	Pyrantel Pamoate
PYRAZINAMIDE	5	generic	Pyrazinamide
PYRETHRUM EXTRACT AND PIPERONYL BUTOXIDE	2	generic	Pyrethrum Extract And Piperonyl Butoxide
PYRETHRUM EXTRACT, PIPERONYL BUTOXIDE	2	generic	Pyrethrum Extract, Piperonyl Butoxide
PYRIDOSTIGMINE BROMIDE	1	generic	Pyridostigmine Bromide
PYRIDOXINE HYDROCHLORIDE	1	generic	Pyridoxine Hydrochloride
PYRILAMINE MALEATE AND PHENYLEPHRINE HYDROCHLORIDE	4	generic	Pyrilamine Maleate And Phenylephrine Hydrochloride
PYRIMETHAMINE	3	generic	Pyrimethamine
PYRITHIONE ZINC	3	generic	Pyrithione Zinc
PYROGENIUM, ACONITUM NAP., ARG. NIT., ARSENICUM ALB., BAPTISIA, BRYONIA, CARBO VEG., CHAMOMILLA, CINCHONA, COLLINSONIA, COLOCYNTHIS, ELATERIUM, GELSEMIUM, IPECAC., IRIS VERSICOLOR, LYCOPODIUM, PODOPH. PELT., RAPHANUS, TABACUM, VACCINIUM, ZINGIBER, AESCULUS HIPP., JUGLANS REGIA	3	generic	Pyrogenium, Aconitum Nap., Arg. Nit., Arsenicum Alb., Baptisia, Bryonia, Carbo Veg., Chamomilla, Cinchona, Collinsonia, Colocynthis, Elaterium, Gelsemium, Ipecac., Iris Versicolor, Lycopodium, Podoph. Pelt., Raphanus, Tabacum, Vaccinium, Zingiber, Aesculus Hipp., Juglans Regia
PYROGENIUM, APIS MEL., ARANEA DIADEMA, ARNICA, ARSENICUM ALB., AZADIRACHTA INDICA, BRYONIA, CALADIUM SEGUINUM, CALENDULA, FORMICA, GRINDELIA, HYPERICUM, LACHESIS, LATRODECTUS MACTANS, LEDUM, MEZEREUM, NUX VOM., PULEX IRRITANS, RHUS TOXICODENDRON, TARENTULA CUBENSIS, TARENTULA HISPANA, THERIDION, THUJA OCC., VESPA CRABRO, ECHINACEA, HAMAMELIS, SOLIDAGO	3	generic	Pyrogenium, Apis Mel., Aranea Diadema, Arnica, Arsenicum Alb., Azadirachta Indica, Bryonia, Caladium Seguinum, Calendula, Formica, Grindelia, Hypericum, Lachesis, Latrodectus Mactans, Ledum, Mezereum, Nux Vom., Pulex Irritans, Rhus Toxicodendron, Tarentula Cubensis, Tarentula Hispana, Theridion, Thuja Occ., Vespa Crabro, Echinacea, Hamamelis, Solidago
PYROPHOSPHATE	1	generic	Pyrophosphate
Q Tussin DM	4	brand	Q Tussin Dm
QC Cold and Hot Pain Relief	2	brand	Qc Cold And Hot Pain Relief
QNASL	1	brand	Qnasl
QS Plus Hand Sanitizing Wipes	2	brand	Qs Plus Hand Sanitizing Wipes
Quadramet	2	brand	Quadramet
Quality Choice 3 Day Vaginal	1	brand	Quality Choice 3 Day Vaginal
Quality Choice Hemorrhoidal	1	brand	Quality Choice Hemorrhoidal
QUALITY CHOICE LUBRICANT EYE	1	brand	Quality Choice Lubricant Eye
QUALITY CHOICE LUBRICANT TEARS EYE	1	brand	Quality Choice Lubricant Tears Eye
QUALITY CHOICE LUBRICATING EYE DROPS	1	brand	Quality Choice Lubricating Eye Drops
Quality Choice Muscle and Joint	2	brand	Quality Choice Muscle And Joint
Quality Choice Natural White	1	brand	Quality Choice Natural White
QUALITY CHOICE ORIGINAL EYE DROPS	1	brand	Quality Choice Original Eye Drops
QUAZEPAM	5	generic	Quazepam
Quelicin	2	brand	Quelicin
QUERCETIN,	4	generic	Quercetin,
QUERCUS BORAGO ADULT SIZE	1	generic	Quercus Borago Adult Size
QUETIAPINE FUMARATE	92	generic	Quetiapine Fumarate
QUICK AND CLEAN OIL FREE SUN SPF35 PA	1	brand	Quick And Clean Oil Free Sun Spf35 Pa
Quick Relief Creamy Diaper Rash	2	brand	Quick Relief Creamy Diaper Rash
Quick Wrinkle Repair Moisturizer Broad Spectrum SPF30	2	brand	Quick Wrinkle Repair Moisturizer Broad Spectrum Spf30
Quik Gel	2	brand	Quik Gel
Quik Spray	2	brand	Quik Spray
Quik-Care	3	brand	Quik-Care
QUINAPRIL	13	generic	Quinapril
QUINAPRIL HYDROCHLORIDE	9	generic	Quinapril Hydrochloride
QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	7	generic	Quinapril Hydrochloride And Hydrochlorothiazide
QUINCE WHITENING SUN SPF 34 PA PLUS PLUS	1	brand	Quince Whitening Sun Spf 34 Pa Plus Plus
QUINIDINE GLUCONATE	1	generic	Quinidine Gluconate
QUINIDINE SULFATE	4	generic	Quinidine Sulfate
QUININE SULFATE	6	generic	Quinine Sulfate
QUINUPRISTIN AND DALFOPRISTIN	1	generic	Quinupristin And Dalfopristin
QUIXIN	1	brand	Quixin
QVAR	5	brand	Qvar
R-Gene	1	brand	R-Gene
RABEPRAZOLE SODIUM	16	generic	Rabeprazole Sodium
RACEPINEPHRINE HYDROCHLORIDE	1	generic	Racepinephrine Hydrochloride
RadiaBlock	2	brand	Radiablock
RADIUM RA 223 DICHLORIDE	1	generic	Radium Ra 223 Dichloride
Rain Breeze Toothpaste	1	brand	Rain Breeze Toothpaste
RALOXIFENE HYDROCHLORIDE	8	generic	Raloxifene Hydrochloride
RALTEGRAVIR	5	generic	Raltegravir
RAMELTEON	4	generic	Ramelteon
RAMIPRIL	32	generic	Ramipril
RANCID BEEF	3	generic	Rancid Beef
Ranexa	4	brand	Ranexa
RANITIDINE	18	brand	Ranitidine
RANITIDINE HYDROCHLORIDE	5	generic	Ranitidine Hydrochloride
RANITIDINE HYDROCHLORIDE TABLETS 150MG	3	generic	Ranitidine Hydrochloride Tablets 150Mg
RANOLAZINE	4	generic	Ranolazine
Rapid Repair Balm	2	brand	Rapid Repair Balm
RAW OPIUM GUM	1	generic	Raw Opium Gum
Rayito de Sol	2	brand	Rayito De Sol
Raymond Waites Gerber Daisy Waterless Anti-bacterial Hand Sanitizer	2	brand	Raymond Waites Gerber Daisy Waterless Anti-Bacterial Hand Sanitizer
Ready-to-Use	1	brand	Ready-To-Use
Ready-to-Use Enema	1	brand	Ready-To-Use Enema
REBIRTH HAIR	1	brand	Rebirth Hair
REBIRTH HAIR TONIC	1	brand	Rebirth Hair Tonic
ReBoost	1	brand	Reboost
Reclast	1	brand	Reclast
Rectacort - HC	1	brand	Rectacort - Hc
Rectiv	2	brand	Rectiv
RECURO VAGINAL	1	brand	Recuro Vaginal
RED DELICIOUS APPLE	4	generic	Red Delicious Apple
RED GINSENG FERMENTED	2	brand	Red Ginseng Fermented
RED ORANGE JELLY BB SPF20 PA PLUS PLUS NO.1	1	brand	Red Orange Jelly Bb Spf20 Pa Plus Plus No.1
RED ORANGE JELLY BB SPF20 PA PLUS PLUS NO.2	1	brand	Red Orange Jelly Bb Spf20 Pa Plus Plus No.2
RED ORANGE SUN PACT SPF 50 PLUS PA PLUS PLUS PLUS	1	brand	Red Orange Sun Pact Spf 50 Plus Pa Plus Plus Plus
RED ORANGE SUN SPF 45 PA PLUS PLUS PLUS	1	brand	Red Orange Sun Spf 45 Pa Plus Plus Plus
Redness Relief Original	1	brand	Redness Relief Original
Redness reliever	4	brand	Redness Reliever
Redness reliever and Lubricant	1	brand	Redness Reliever And Lubricant
Reed Therapeutics Pain Relieving Therapy	3	brand	Reed Therapeutics Pain Relieving Therapy
Reef Safe SPF 30	2	brand	Reef Safe Spf 30
Reef Safe SPF 45	2	brand	Reef Safe Spf 45
Refill Saline Packets	1	brand	Refill Saline Packets
REFISSA	2	brand	Refissa
REFRESH CELLUVISC	1	brand	Refresh Celluvisc
REFRESH Classic	1	brand	Refresh Classic
Refresh Foaming Instant Hand Sanitizer	3	brand	Refresh Foaming Instant Hand Sanitizer
REFRESH LACRI-LUBE	1	brand	Refresh Lacri-Lube
REFRESH LIQUIGEL	1	brand	Refresh Liquigel
REFRESH OPTIVE	1	brand	Refresh Optive
REFRESH OPTIVE Advanced	2	brand	Refresh Optive Advanced
REFRESH P.M.	1	brand	Refresh P.M.
REFRESH TEARS	2	brand	Refresh Tears
Refresh Tears Lubricant	1	brand	Refresh Tears Lubricant
REGADENOSON	1	generic	Regadenoson
Regemarine Extreme	2	brand	Regemarine Extreme
REGENECARE HA	2	brand	Regenecare Ha
Reglan	2	brand	Reglan
Regonol	1	brand	Regonol
Regular	1	brand	Regular
Regular Strength Aspirin	4	brand	Regular Strength Aspirin
Regular Strength Aspirin EC	7	brand	Regular Strength Aspirin Ec
Reguloid	5	brand	Reguloid
Rejuvesol	1	brand	Rejuvesol
Releev Cold Sore Treatment	2	brand	Releev Cold Sore Treatment
RELENZA	3	brand	Relenza
Relief	1	brand	Relief
Relistor	1	brand	Relistor
Relpax	4	brand	Relpax
Remedy Antifungal	2	brand	Remedy Antifungal
REMEDY Calazime Skin Protectant	2	brand	Remedy Calazime Skin Protectant
Remedy Nutrashield	2	brand	Remedy Nutrashield
Remedy Skin Repair	2	brand	Remedy Skin Repair
REMICADE	1	brand	Remicade
Remodulin	1	brand	Remodulin
Renacidin	1	brand	Renacidin
RENAGEL	4	generic	Renagel
RENEWAL	2	brand	Renewal
Renewing Antioxidant Treatment SPF 6 GNLD International	2	brand	Renewing Antioxidant Treatment Spf 6 Gnld International
RENOKIN HAIR REVITALIZING	2	brand	Renokin Hair Revitalizing
Renova	3	brand	Renova
Renvela	4	brand	Renvela
REOPRO	1	brand	Reopro
REOROM MULTI DEFENSE DAILY SUN BLOCK	1	brand	Reorom Multi Defense Daily Sun Block
REPAGLINIDE	12	generic	Repaglinide
REPARA	2	brand	Repara
REPOSITORY CORTICOTROPIN	1	generic	Repository Corticotropin
Reprexain	4	brand	Reprexain
Repronex	1	brand	Repronex
Rescula	1	brand	Rescula
RESTASIS	2	brand	Restasis
Restless Leg	4	brand	Restless Leg
Retaine CMC Lubricant Eye Drops	1	brand	Retaine Cmc Lubricant Eye Drops
retaine HPMC	1	brand	Retaine Hpmc
retaine MGD	1	brand	Retaine Mgd
retaine PM	1	brand	Retaine Pm
RETAPAMULIN	3	generic	Retapamulin
Retin C	2	brand	Retin C
Retin-A	4	brand	Retin-A
Retin-A MICRO	3	brand	Retin-A Micro
RETINOL, ERGOCALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, DL-, ASCORBIC ACID, NIACINAMIDE, RIBOFLAVIN 5-PHOSPHATE SODIUM, THIAMINE HYDROCHLORIDE, PYRIDOXINE HYDROCHLORIDE, DEXPANTHENOL, BIOTIN, FOLIC ACID, AND CYANOCOBALAMIN	1	generic	Retinol, Ergocalciferol, .Alpha.-Tocopherol Acetate, Dl-, Ascorbic Acid, Niacinamide, Riboflavin 5-Phosphate Sodium, Thiamine Hydrochloride, Pyridoxine Hydrochloride, Dexpanthenol, Biotin, Folic Acid, And Cyanocobalamin
RETINOL, ERGOCALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, DL-, PHYTONADIONE, ASCORBIC ACID, NIACINAMIDE, RIBOFLAVIN 5-PHOSPHATE SODIUM, THIAMINE HYDROCHLORIDE, PYRIDOXINE HYDROCHLORIDE, DEXPANTHENOL, BIOTIN, FOLIC ACID, AND CYANOCOBALAMIN	2	generic	Retinol, Ergocalciferol, .Alpha.-Tocopherol Acetate, Dl-, Phytonadione, Ascorbic Acid, Niacinamide, Riboflavin 5-Phosphate Sodium, Thiamine Hydrochloride, Pyridoxine Hydrochloride, Dexpanthenol, Biotin, Folic Acid, And Cyanocobalamin
RETINOL, ERGOCALCIFEROL, ASCORBIC ACID, NIACINAMIDE, THIAMINE, BIOTIN, FOLIC ACID, CYANOCOBALAMIN, .ALPHA.-TOCOPHEROL ACETATE, DL-, RIBOFLAVIN 5-PHOSPHATE SODIUM, PYRIDOXINE HYDROCHLORIDE, AND DEXPANTHENOL	1	generic	Retinol, Ergocalciferol, Ascorbic Acid, Niacinamide, Thiamine, Biotin, Folic Acid, Cyanocobalamin, .Alpha.-Tocopherol Acetate, Dl-, Riboflavin 5-Phosphate Sodium, Pyridoxine Hydrochloride, And Dexpanthenol
Retisert	1	brand	Retisert
RETROVIR	1	brand	Retrovir
REVITALIZING C I2PL MASK	2	brand	Revitalizing C I2Pl Mask
REVITEALIZE ANTI DANDRUFF	2	brand	Revitealize Anti Dandruff
Revonto	2	brand	Revonto
REXALL ALOE	2	brand	Rexall Aloe
rexall enema	1	brand	Rexall Enema
rexall hemorrhoidal	3	brand	Rexall Hemorrhoidal
rexall ibuprofen	3	brand	Rexall Ibuprofen
Rexall Sterile Artificial Tears Eye Drops	1	brand	Rexall Sterile Artificial Tears Eye Drops
REYATAZ	4	brand	Reyataz
Rheumatism	5	brand	Rheumatism
RhinoBlaster	1	brand	Rhinoblaster
RHINOCORT AQUA	2	brand	Rhinocort Aqua
RHIZOPUS STOLONIFER	1	generic	Rhizopus Stolonifer
RHO (D) IMMUNE GLOBULIN	1	generic	Rho (D) Immune Globulin
RHUS TOXICODENDRON	3	generic	Rhus Toxicodendron
Riax	2	brand	Riax
RIBAVIRIN	1	generic	Ribavirin
RIFABUTIN	4	generic	Rifabutin
RIFAMPIN	7	generic	Rifampin
RIFAXIMIN	4	generic	Rifaximin
Right Guard Sport Active	2	brand	Right Guard Sport Active
RILUZOLE	11	generic	Riluzole
RIMABOTULINUMTOXINB	1	generic	Rimabotulinumtoxinb
RIMANTADINE HYDROCHLORIDE	5	generic	Rimantadine Hydrochloride
RIMEXOLONE	1	generic	Rimexolone
Rimmel BB Cream Matte 9-IN-1 Skin Perfecting Super Makeup SPF 15 Light	2	brand	Rimmel Bb Cream Matte 9-In-1 Skin Perfecting Super Makeup Spf 15 Light
RIMSO-50	1	brand	Rimso-50
Ring Relief	1	brand	Ring Relief
RINGERS	1	brand	Ringers
RISEDRONATE SODIUM	8	generic	Risedronate Sodium
RISPERDAL	9	brand	Risperdal
RISPERIDONE	108	generic	Risperidone
Rite Aid Anti-Cavity, Anti-Gingivitis	1	brand	Rite Aid Anti-Cavity, Anti-Gingivitis
Rite Aid Antibacterial	3	brand	Rite Aid Antibacterial
Rite Aid Ear Drops	1	brand	Rite Aid Ear Drops
Rite Aid Enamel Guard	1	brand	Rite Aid Enamel Guard
Rite Aid Extra Strength Pain Relief Cold and Hot Medicated	2	brand	Rite Aid Extra Strength Pain Relief Cold And Hot Medicated
Rite Aid Extra Whitening	1	brand	Rite Aid Extra Whitening
Rite Aid Maximum Strength Itch Relief	2	brand	Rite Aid Maximum Strength Itch Relief
Rite Aid Pharmacy congestion relief vaporizing steam	1	brand	Rite Aid Pharmacy Congestion Relief Vaporizing Steam
RITE AID RENEWAL	4	brand	Rite Aid Renewal
RITE AID RENEWAL ANTIBACTERIAL	4	brand	Rite Aid Renewal Antibacterial
Rite Aid RENEWAL SPF 30	3	brand	Rite Aid Renewal Spf 30
RITE AID RENEWAL WHITE TEA	2	brand	Rite Aid Renewal White Tea
Rite Aid Sensitive Mint	1	brand	Rite Aid Sensitive Mint
Rite Aid Sensitive Toothpaste Extra Whitening	1	brand	Rite Aid Sensitive Toothpaste Extra Whitening
Rite Aid Sunscreen	2	brand	Rite Aid Sunscreen
Rite Aid Ultimate Sheer	3	brand	Rite Aid Ultimate Sheer
RITUALS SMOOTH OPERATOR caring lip balm broad spectrum SPF15 sunscreen 4.8g	2	brand	Rituals Smooth Operator Caring Lip Balm Broad Spectrum Spf15 Sunscreen 4.8G
Rituxan	1	brand	Rituxan
RITUXIMAB	1	generic	Rituximab
RIVASTIGMINE	3	generic	Rivastigmine
RIVASTIGMINE TARTRATE	11	generic	Rivastigmine Tartrate
RIZATRIPTAN BENZOATE	26	generic	Rizatriptan Benzoate
ROBAXIN	1	brand	Robaxin
ROBINUL	2	generic	Robinul
ROBITUSSIN CF	3	generic	Robitussin Cf
ROBITUSSIN LINGERING COLD LONG-ACTING COUGH	1	brand	Robitussin Lingering Cold Long-Acting Cough
ROBITUSSIN LINGERING COLD LONG-ACTING COUGHGELS	1	brand	Robitussin Lingering Cold Long-Acting Coughgels
Robitussin Maximum Strength Cough Plus Chest Congestion DM	1	brand	Robitussin Maximum Strength Cough Plus Chest Congestion Dm
Robitussin Maximum Strength Nighttime Cough DM	1	brand	Robitussin Maximum Strength Nighttime Cough Dm
Robitussin Medi-Soothers Cough DM	1	brand	Robitussin Medi-Soothers Cough Dm
Robitussin Mucus Plus Chest Congestion	1	brand	Robitussin Mucus Plus Chest Congestion
ROBITUSSIN NIGHT TIME COUGH AND COLD	1	brand	Robitussin Night Time Cough And Cold
Robitussin Peak Cold Cough Plus Chest Congestion DM	1	brand	Robitussin Peak Cold Cough Plus Chest Congestion Dm
ROBITUSSIN PEAK COLD DAYTIME COLD PLUS FLU	1	brand	Robitussin Peak Cold Daytime Cold Plus Flu
ROBITUSSIN PEAK COLD MAXIMUM STRENGTH COUGH PLUS CHEST CONGESTION DM	1	brand	Robitussin Peak Cold Maximum Strength Cough Plus Chest Congestion Dm
ROBITUSSIN PEAK COLD MAXIMUM STRENGTH MULTI-SYMPTOM COLD	1	brand	Robitussin Peak Cold Maximum Strength Multi-Symptom Cold
Robitussin Peak Cold Multi-Symptom Cold	1	brand	Robitussin Peak Cold Multi-Symptom Cold
ROBITUSSIN PEAK COLD NASAL RELIEF	1	brand	Robitussin Peak Cold Nasal Relief
ROBITUSSIN PEAK COLD NIGHTTIME COLD PLUS FLU	1	brand	Robitussin Peak Cold Nighttime Cold Plus Flu
ROBITUSSIN PEAK COLD NIGHTTIME MULTI-SYMPTOM COLD	1	brand	Robitussin Peak Cold Nighttime Multi-Symptom Cold
ROBITUSSIN PEAK COLD NIGHTTIME NASAL RELIEF	1	brand	Robitussin Peak Cold Nighttime Nasal Relief
ROBITUSSIN TO GO COUGH AND CHEST CONGESTION DM	1	brand	Robitussin To Go Cough And Chest Congestion Dm
ROBITUSSIN TO GO COUGH AND COLD CF	1	brand	Robitussin To Go Cough And Cold Cf
Rocephin	1	brand	Rocephin
ROCK SAUCE	2	brand	Rock Sauce
Rocky Mountain Sunscreen	4	brand	Rocky Mountain Sunscreen
Rocuronium	2	brand	Rocuronium
ROCURONIUM BROMIDE	8	generic	Rocuronium Bromide
Rohto Arctic	3	brand	Rohto Arctic
Rohto Cool	3	brand	Rohto Cool
Rohto Cool Max	2	brand	Rohto Cool Max
Rohto Hydra	3	brand	Rohto Hydra
Rohto Ice	3	brand	Rohto Ice
Rohto Relief	3	brand	Rohto Relief
Roll On Anti Perspirant Alcohol Free	2	brand	Roll On Anti Perspirant Alcohol Free
Roll On Anti-Perspirant (Alcohol Free)	2	brand	Roll On Anti-Perspirant (Alcohol Free)
Roll On Anti-Perspirant Deodorant	2	brand	Roll On Anti-Perspirant Deodorant
Romazicon	2	brand	Romazicon
ROMIPLOSTIM	1	generic	Romiplostim
ROPINIROLE	16	generic	Ropinirole
ROPINIROLE HYDROCHLORIDE	31	generic	Ropinirole Hydrochloride
ROPIVACAINE HCL	1	generic	Ropivacaine Hcl
ROPIVACAINE HYDROCHLORIDE	7	generic	Ropivacaine Hydrochloride
ROPIVACAINE HYDROCHLORIDE MONOHYDRATE	1	generic	Ropivacaine Hydrochloride Monohydrate
Rosadan	2	brand	Rosadan
ROSE BENGAL	1	generic	Rose Bengal
ROSE BENGAL SODIUM	1	generic	Rose Bengal Sodium
Rose Sap Patch	4	brand	Rose Sap Patch
RoseGlo	1	brand	Roseglo
ROSEMARY	2	generic	Rosemary
ROSEMARY OIL	3	generic	Rosemary Oil
ROSIGLITAZONE MALEATE	3	generic	Rosiglitazone Maleate
ROSIN	1	generic	Rosin
ROSUVASTATIN CALCIUM	19	generic	Rosuvastatin Calcium
Rowasa	1	brand	Rowasa
Rozerem	5	brand	Rozerem
RSOMATOTROPIN, RIGF-I, RIGF-II, RNA, DNA,GLANDULA SUPRARENALIS SUIS, HEPAR SUIS, PITUITARIUM POSTERIUM, THYMUS, THYROIDINUM, PLACENTA TOTALIS SUIS, OOPHORINUM, ABROTANUM, ANACARD OR, ARSENICUM ALB, BARYTA CARB, BARYTA MUR, CALC CARB, CALC PHOS, FERRUM MET, FUCUS, HEKLA, HELLEBOR NIG, IGNATIA, LYCOPODIUM, NICOTINAMIDIUM, SECALE, SILICEA, COBALTUM MET, LITHIUM CARB, MAG PHOS, MANG ACET, KALI PHOS, SELENIUM MET, ZINC MET.	3	generic	Rsomatotropin, Rigf-I, Rigf-Ii, Rna, Dna,Glandula Suprarenalis Suis, Hepar Suis, Pituitarium Posterium, Thymus, Thyroidinum, Placenta Totalis Suis, Oophorinum, Abrotanum, Anacard Or, Arsenicum Alb, Baryta Carb, Baryta Mur, Calc Carb, Calc Phos, Ferrum Met, Fucus, Hekla, Hellebor Nig, Ignatia, Lycopodium, Nicotinamidium, Secale, Silicea, Cobaltum Met, Lithium Carb, Mag Phos, Mang Acet, Kali Phos, Selenium Met, Zinc Met.
